Modules	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S4	S5	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	Z2	Z3	Z4	Z5
M00632_Galactose degradation	9522.57	7800.82	8821.19	10867.14	13887.7	14520.95	11665.51	14076.06	17740.8	17138.89	9034.81	14032.71	13793.59	13359.23	9143.54	12648.05	10530.17	7071.2	7226.51	8321.86	9514.34	10351.26	9212.63	6872.75	12611.19	9493.02	14669.61	13806.26	11846.98	9221.4	11661.87	7566.31	9217.39	9100.5	5642.46	9415.76	5066.16	6691.87	8994.14	7257.68	8447.94	13728.03	13376.51	13801.46	14721.62	12812.1	12733.9	11240.04	12045.23	12201.35	10963.13	13389.09	13848.84	13053.92	12360.27	11878.52
M00633_Semi-phosphorylative ED pathway, from gluconate/galactonate	0	24.33	0.16	87.2	242.19	97.39	27.89	24.98	611.42	391.27	236.88	324.94	376.67	794.79	0	0.96	2.67	0.43	1.32	0	52.51	0	115.4	59.96	86.29	150.92	138.79	94.49	130.33	12.67	29.42	200.11	145.54	58.54	1.67	212.73	115.19	13.16	5.98	6.73	0.83	0.27	0.25	0	0	0.45	460.55	21.44	111.93	390.47	21.08	52.52	0	0	0	0
M00634_Oleandomycin TS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00635_Tetracycline R, TetAB(46) transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.12	0.34	0	0
M00636_Phthalate degradation to protocatechuate (B)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00637_Anthranilate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00638_Salicylate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00639_Multidrug R, efflux pump MexCD-OprJ	0.16	0	0.16	0.16	0	0	0	0.18	0	0	0	0	0	0	210.81	205.64	193.87	153.81	150.1	131.7	0	0.17	0.17	0	0	0	0	0	0	0	36.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00641_Multidrug R, efflux pump MexEF-OprN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00642_Multidrug R, efflux pump MexJK-OprM	976.13	576.07	976.7	374.53	156.41	132.22	361.33	167.62	1449.34	1049.14	872.95	905.81	913.81	614.35	951.76	798.93	839.28	1203.97	1134.06	1040.41	484.9	1057.49	335.06	242.66	176.27	458.57	1611.91	1684.71	765.84	931.55	945.350000000001	766.65	1083.71	1057.45	580.43	1196.08	391.46	589.97	643.18	674.91	773.55	949.34	901.09	914.09	650.82	779.59	919.32	916.43	1347.34	943.56	1201.91	1030.45	859.59	1048.58	1012.53	1102.37
M00643_Multidrug R, efflux pump MexXY-OprM	1509.93	575.9	1397.78	374.75	156.39	131.51	362.22	168.07	1449.34	1049.14	872.95	905.81	914.11	614.35	1239.94	1127.79	1024.6	1866.31	1713.04	1614.65	484.86	1509.97	335.35	242.58	174.36	459.06	1612.28	1685.13	766.12	931.55	945.350000000001	767.31	1084.61	1057.93	580.43	1196.08	391.46	726.37	894.64	1079.01	784.63	949.3	901.02	916.87	650.82	779.59	919.32	916.43	1347.34	943.56	1201.91	1030.45	859.52	1048.58	1012.44	1102.23
M00644_Vanadium R	0	0.87	0	1.59	8.76	1.56	10.89	5.52	0	0	0	0	0	0	0	0	0	0	0	0	3.24	0	24.18	0.27	9.99	0.6	0	0	0	0	0	0	0	0	0.84	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00645_Multidrug R, efflux pump SmeABC	18.16	290.78	15.84	111.78	183.6	193.48	180.04	224.36	29.76	14.76	108.94	35.58	31.66	228.04	0.52	0.46	1.72	0.18	0.68	7.1	188.08	34.38	298.02	241.62	299.7	347.76	12.36	31.18	18.12	21.6	1.42	112.73	25.06	11.78	98.94	35.74	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	11.74	0.28	0.5
M00646_Multidrug R, efflux pump AcrAD-TolC	4636.95	4166.63	5115.58	2762.42	1120.52	923.01	2908.02	1214.14	11204	7136.71	6062.29	7986.9	6820.63	5616.47	4819.67	4049.83	4078.93	5814.45	5845.64	5626.96	3946.79	5474.23	2519.44	2089.17	1327.71	3730.59	11969.91	13022.15	6351.03	6953.81	6500.63	5162.7	7549.21	7613.71	3726.72	8066.29	2756.27	3750.36	3838.75	3656.67	5259.05	6334.71	6409.83	6421.57	4818.2	5787.18	5952.58	6587.56	9009.69999999999	6587.97	7679.07	7187.4	6196.18	7364.18	6726.32	7332.56
M00647_Multidrug R, efflux pump AcrAB-TolC/SmeDEF	6595.94	6098	7082.57	3759.31	1832.05	1593.15	4021.34	2007.29	14152	9261.65	8029.38	9869.72	8710.98	7305.06	6877.37	5866.9	5901.42	8288.62	8210.97	7915.45	5334.06	7734.36	3908.1	3073.2	2374.96	5399.73	15191.83	16426.46	7918.16	8832.33	8485.37	6968.46	9799.89	9824.15	5054.42	10631	3906.83	4975.64	5112.95	4894.07	6862.65	8293.73	8778.61	8864.58	6697.95	7766.34	7930.38	8463.3	11852.13	8521.32	10280.82	9271.58	8351.69	9999.49	9188.21	9910.1
M00648_Multidrug R, efflux pump MdtABC	45.4	726.95	39.6	279.45	459	483.7	450.1	560.63	74.4	36.9	272.35	88.95	79.15	570.1	1.3	1.15	4.3	0.45	1.7	17.75	470.2	85.95	745.05	604.05	749.25	869.4	396.95	278.91	144.05	155.36	89.31	308.76	119.76	50.24	259.03	132.78	532.86	146.66	146.81	128.37	81.77	49.7	6	2.05	7.15	4.15	36.68	101.04	32.24	112.74	34.22	89.31	13.1	29.35	0.7	1.25
M00649_Multidrug R, efflux pump AdeABC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00651_Vancomycin R, D-Ala-D-Lac type	2989.02	1690.11	2808.66	7874.79	10991.8	10548.27	6682.45	6798.41	3659.29	4787.71	2115.88	2324.98	3203.86	1825.73	3354.23	5329.71	4063.2	2142.21	2158.54	2881.86	2288.53	3327.32	5167.02	3028.18	7238.68	2997.58	2676.96	2298.65	1898.79	1700.6	2992.55	2091.27	2290.18	1676.66	2088.79	1870.52	1945.41	2240.43	2789.2	2333.08	2492.63	3126.83	2853.19	4215.69	3427.05	2784.72	2878.03	2230.34	2215.26	2603.47	2137.65	2576.41	4155.17	3270.87	3221.08	3207.31
M00652_Vancomycin R, D-Ala-D-Ser type	2651.97	1518.16	2141.55	274.08	314.45	726.38	269.23	2968.04	3586.87	5474.57	1634.57	1841.43	3156.86	854.61	2476.71	5944.43	4004.94	1136.35	1244.63	1747.81	1062.32	2889.83	810.77	702.24	2010.19	1673.81	1792.09	1124.13	1008.5	770.2	2314.4	441.01	1266.15	747.43	403.7	620	207.12	1311.83	2507.27	1574.19	2080.19	3573.96	2016.12	3570.1	2917.73	2189.74	2819.61	2545.42	1774.7	2317.88	2125.83	2954.54	4410.87	3105.11	3651.89	3180.69
M00653_Acidic amino acids utilization 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00654_Polymyxin-adaptive R 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00655_AdeS-AdeR 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00656_VanB type vancomycin R 2-CRS	1221.35	292.07	1264.83	5413.29	7546.2	6636.85	4378.41	3612	243.68	319.2	432.37	350.24	420.26	308.22	454.74	941.12	667.69	217.24	230.67	281.19	830.22	1675.71	2899.91	1412.52	4519.82	1063.06	304.58	328.6	224.96	232.64	146.09	785.53	115.55	225.38	1038.92	177.98	1071.18	716.77	540.21	867.15	388.61	290.99	1028.09	1610.78	1345.19	695.61	179.74	162.2	111.49	143.12	146.57	175.73	414.02	1238.16	704.17	417.41
M00657_VanE type vancomycin R 2-CRS	2272.21	1506.32	1796.83	196.92	291.74	573.62	177.84	2862.98	3157.37	4766.75	1134.84	1371.53	2579.37	503.7	2311.59	5563.92	3533.29	910.41	1058.25	1524.58	1004.62	2557.65	575.33	564.4	1998.2	1560.66	1358.48	837.8	818.73	582.47	2057.79	262.47	610.68	469.77	279.15	392.87	121.92	1043.82	2312.71	1320.8	1901.15	3358.56	1904.11	3441.21	2705.73	2048.89	2428.32	2006.7	1341.77	2083.15	1759.09	2803.08	4137.52	2564.32	2948.11	2815.97
M00658_Actinomycete type vancomycin R 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00660_Xanthomonas spp. pathogenicity signature	592	12.8	504.18	14.64	23.36	9.68	39.28	22.08	7.68	0	28	6.46	0	15.28	246.94	189.28	290.16	588	415.1	370.1	65.2	579.9	278.32	3.52	49.6	3.2	139.5	53.16	4.3	0	159.1	0	0	0	6.72	2.88	0	0	0	4.8	0	400.79	157.15	218.22	204.4	106.2	0	0	0	0	0	0	315.78	300.17	262.07	402.85
M00661_Paspaline biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00662_Glycerol uptake and utilization 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00663_SsrA-SsrB 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00664_Nodulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00667_Tetracycline R, efflux pump	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00668_Tetracycline R, TetA transporter	0.16	4.82	0.32	14.86	326.18	635.77	114.56	187.49	1.06	0.57	0.78	0.96	0.3	2.07	210.87	205.8	193.87	153.81	150.1	131.7	50.1	0.17	168.21	35.63	46.9	11.02	0.12	0	1	0	36.41	57.45	52.53	78.69	20.02	105.57	10.64	15.76	1.71	0.07	0.04	0	111.04	63.69	29.78	66.3	127.23	3.25	144.9	9.2	190.22	5.56	105.91	109.32	144.55	118.78
M00669_gamma-Hexachlorocyclohexane TS	2959.18	1832.07	2826.2	1320.75	489.18	415.5	1282.91	529.41	4321.9	3139.71	2842.9	5922.59	3360.05	4975.83	3155	3272.23	2901.18	4991.16	4770.91	5228.44	2635.92	3003.45	1168.53	964.47	605.88	1649.42	6720.6	6648.15	5483.63	4312.76	4031.16	2473.11	3394.67	3303.01	1672.48	3762.43	1295.8	1892.22	1985.51	2087.27	2528.14	3190.74	3926.24	3621.49	3063	3568.32	2830.97	2901.93	4160.74	2982.46	3730.5	3265	4186.16	4523.79	4251.28	4528.19
M00670_Mce TS	2959.18	1832.07	2826.2	1320.75	489.18	415.5	1282.91	529.41	4321.9	3139.71	2842.9	5922.59	3360.05	4975.83	3155	3272.23	2901.18	4991.16	4770.91	5228.44	2635.92	3003.45	1168.53	964.47	605.88	1649.42	6720.6	6648.15	5483.63	4312.76	4031.16	2473.11	3394.67	3303.01	1672.48	3762.43	1295.8	1892.22	1985.51	2087.27	2528.14	3190.74	3926.24	3621.49	3063	3568.32	2830.97	2901.93	4160.74	2982.46	3730.5	3265	4186.16	4523.79	4251.28	4528.19
M00672_Penicillin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00673_Cephamycin C biosynthesis	0	0	0	2.44	0.28	0.14	0.8	0.74	0	0	0	0	0	0	0	0.32	0	0	0	0.16	150.17	0	8.69	8.8	3.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00674_Clavaminate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00675_Carbapenem-3-carboxylate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00676_PI3K-Akt signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00677_Wnt signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00678_Hedgehog signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00679_BMP signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00680_TGF-beta signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00681_Activin signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00682_Notch signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00683_Hippo signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00684_JAK-STAT signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00685_Apoptotic machinery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00686_Toll-like receptor signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00687_MAPK (ERK1/2) signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00688_MAPK (JNK) signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00689_MAPK (p38) signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00690_MAPK (ERK5) signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00691_DNA damage-induced cell cycle checkpoints	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00692_Cell cycle - G1/S transition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00693_Cell cycle - G2/M transition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00694_cGMP signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00695_cAMP signaling	314.45	0.48	224.76	0.64	0.56	0.42	0.8	1.11	26.47	36.27	4.67	6.9	14.2	1.43	250.33	482.97	249.84	917.65	825.65	1150.4	0	228.34	0.99	0.54	0.8	0.48	102.07	51.82	27.6	27.36	35.15	128.93	148.55	334.28	34.49	207.75	105.83	39.65	151.85	67.98	27.16	52.99	131.34	95.14	91.65	100.8	57.49	310.71	220.69	69.55	183.41	528.1	122.53	142.25	144.56	95.87
M00696_Multidrug R, efflux pump AcrEF-TolC	1121.1	1505.46	1385.2	889.54	499.98	454.33	1018.29	566.26	3843.32	2418.91	1957.99	2485.6	2297.49	1780.88	1115.28	901.94	956.39	1316.68	1397.61	1391.45	1207.33	1503.18	946.94	853.02	676.9	1443.97	4074.22	4464.3	1659.46	1969.37	1885.82	1636.81	2236.1	2083.79	1173.62	2441.21	868.17	1084.48	1063.04	925.22	1543.87	1914.26	1811.42	1810.61	1359.4	1564.66	1745.22	1957.46	2623.42	2077.14	2224.99	2205.61	1686.1	2090.81	1922.7	2053.37
M00697_Multidrug R, efflux pump MdtEF-TolC	1120.98	1310.23	1385.2	868	474.47	438.4	996.16	561.48	3843.32	2418.91	1958.38	2485.66	2297.49	1780.88	1115.13	901.82	956.33	1316.62	1397.61	1391.45	1175.34	1503.18	867.67	838.16	593.24	1388.05	4074.22	4464.3	1659.46	1969.37	1885.9	1637.46	2236.6	2091.68	1193.61	2441.99	868.25	1084.48	1063.42	925.54	1544.58	1960.92	1824.15	1849.6	1362.37	1600.96	1753.61	1959.49	2626.24	2078.3	2226.31	2206.43	1724.55	2122.31	1934.97	2070.84
M00698_Multidrug R, efflux pump BpeEF-OprC	326.26	0.83	260.99	0.27	0.02	1.4	0.55	0.48	0	0	0	0.19	0.15	0	379.45	388.87	315.01	543.78	481.1	455.83	0.19	284	0.39	0.08	2.12	1.8	14.32	5.27	0.57	0	51.87	0.33	0.45	0.24	0	0	0	68.2	125.73	202.53	5.54	27.6	15.11	22.96	20.44	9.3	0	0	0	0	0	0	24.88	22.07	24.56	39.84
M00699_Multidrug R, efflux pump AmeABC	4253.38	3522.23	4499.13	2354.44	954.81	788.84	2419.54	1033.26	8825.74	5778.84	5075.5	6440.26	5468.02	4672.72	4773.02	4112.41	4086.3	5756.87	5662.4	5459.19	3388.74	4811.81	2109.5	1719.04	1107.54	3089.98	9492.98	10244.99	5474.74	5909.81	5651.78	4451.62	6454.72	6670.89	3197.3	6956.24	2463.38	3238.3	3338.55	3229.28	4503.92	5354.4	5812.7	5743.89	4355.48	5252.73	5254.42	5564.93	7874.15999999999	5473.7	6846.07	6022.76	5744.79	6589.4	6140.86	6702.81
M00700_Multidrug R, efflux pump AbcA	0.63	752.2	1.12	98.94	145.73	285.06	88.52	1431.14	14.61	21.98	5.5	15.26	17.02	7.48	0	0.96	0.06	0.29	0.6	0.35	654.65	1.03	298.44	290.82	998.49	771.84	13.83	5.06	9.41	3.08	23.26	0	0	0	0	0.29	0	0.37	0	0	0	0.54	2.76	0.83	0	0.9	0	0	0	0	0	0	0	0.34	0.37	0
M00701_Multidrug R, efflux pump EmrAB	957.04	1550.39	1008.37	968.05	731.15	721.89	1019.98	877.88	1965.33	1776.83	948.97	1917.62	1510.1	2319.47	684.96	455.66	592.62	720.89	661.78	627.83	1338.66	1084.66	1294.4	906.11	943.88	1522.3	1592.22	1644.87	1548.55	1253.23	1196.58	591.45	1204.47	943.61	966.72	1051.39	1075.99	396.99	563.23	566.45	324.87	1108.33	662.88	926.95	530.01	674.11	786	798.86	1240.01	793.17	702.89	1209.56	810.77	734.5	753.71	1112.66
M00702_Multidrug R, efflux pump NorB	0.04	65.28	0	9.62	8.79	5.84	8.2	2.35	4.46	11.99	0	12.26	16.42	2.39	0.05	0.36	0.02	0.02	0	0.16	163.33	0	38.3	13.78	32.43	18.92	13.22	3.79	6.47	2.88	8.23	0	0	0	0.07	0	0	0.37	0	0	0	0.04	0.07	0	0	0	0	0	0	0	0	0	0.07	0.21	0.09	0.14
M00704_Tetracycline R, efflux pump Tet38	75.03	2.12	34.01	11.74	292.33	633.85	106.66	180.68	32.1	51.77	7.9	26.31	27.96	7.8	4.33	9.08	2.66	0.43	1.02	0.8	49.62	58.26	149.97	33.75	30.33	7.64	25.34	7.38	9.2	4.71	12.63	0.33	0	0	0	0	0	39.74	29.63	17.12	34.28	42.9	10.53	12.53	24.73	23.1	0.95	1.92	0	7.34	0	2.44	35.75	44.13	58.49	11.19
M00705_Multidrug R, efflux pump MepA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00706_Multidrug R, EfrAB transporter	1030.88	1718.6	1063.6	3862.86	5494.46	4603.1	3001.56	5132.46	1446.72	1037.22	746.54	934.56	1045.48	1789.24	206.52	323.9	170.48	98.48	109.62	124.06	1548	1441.4	2358.3	1192.64	5107.5	2353	490.62	374.42	404.1	68.54	142.66	1112.62	412.84	260.42	997.22	558.72	1260.2	687.66	459.58	623.2	346.44	463.84	1116.08	1733.74	1516.54	816.96	1150.28	271.26	416.42	907.24	198.38	111.92	460.56	1487.32	950.86	418.7
M00707_Multidrug R, MdlAB/SmdAB transporter	18.32	335.44	15.84	203.78	208.94	346.38	332.15	332.95	29.76	14.76	108.94	35.58	31.66	228.04	0.52	0.46	1.72	0.18	0.9	7.26	274.77	34.38	540.48	442.8	329.11	552.74	12.36	31.18	18.12	21.6	1.42	112.4	25.06	11.78	98.94	35.74	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	17.17	0.28	0.5
M00708_Multidrug R, PatAB transporter	0	1492.54	0.66	192.88	330.76	566.3	170	2838.22	12.32	4	12.44	5.36	1.48	13.68	0.12	1.28	0	0.58	1.16	0.32	997.18	0.34	572.48	552.66	1983.34	1531.84	0.98	1.26	5.46	0	19.94	10.44	10.36	1.12	2.22	1.94	0.16	0	0	0	0	8.04	6.02	1.84	0.22	2.1	4.42	2.66	5.56	3.38	2.92	5.42	4.84	0.68	0.64	0
M00709_Macrolide R	1274.59	1849.91	1527.87	1019.72	625.92	573.97	1124.5	689.42	3906.68	2509.95	2075.42	3609.87	2559.67	2968.13	1175.98	953.43	1041.43	1449.93	1490.76	1472.71	1713.94	1669.6	1289.9	992.14	926.83	1671.51	4742.39	5030.7	2672.09	2454.96	2250.59	1733.16	2279.11	2126.48	1248.06	2482.17	980.12	1119.45	1095.71	956.14	1570.19	1989.49	1852.72	1863.29	1412.92	1590.84	1780.43	2011.62	2659.78	2111.4	2261.18	2241.71	1750.87	2155.71	1982.73	2146.25
M00710_Multidrug R, efflux pump EbrAB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00711_Multidrug R, efflux pump MdtIJ	136.56	290.78	116.42	111.78	183.6	193.48	180.04	224.18	32.32	15.34	108.94	2173.06	444.46	2309.56	49.62	38.06	58.68	117.78	83.7	81.12	188.08	149.56	298.02	241.62	299.7	348.08	1434.74	1183.32	2060.62	974.64	675.16	165.28	139.28	53.36	122.3	122.6	331.4	87.72	96.1	139.78	62.66	102.82	34.98	44.52	44.4	23.26	27.68	104.16	36.08	117.8	37.48	127.58	69.9	73.54	53.08	81.2
M00712_Multidrug R, efflux pump YkkCD	0	0	0	0	0	0	0	0	2.56	0.58	0	2137.1	412.8	2081.52	0	0	0	0	0	0	0	0	0	0	0	0	1210.9	1041.54	1991.62	902.36	599.44	0	0	0	0	0	0	0	0	0	0	0	1	0	0.66	0	0	0	0	0	0	0	0	0	0	0
